"Latitude","Longitude","LAW_CAT_CD"
40.8545957950001,-73.901862272,"MISDEMEANOR"
40.695198976,-73.950849032,"MISDEMEANOR"
40.8389859710001,-73.836045606,"MISDEMEANOR"
40.574825477,-73.99092661,"FELONY"
40.6049299590001,-73.752216083,"FELONY"
40.825416572,-73.852674724,"FELONY"
40.714617135,-74.0114436229999,"FELONY"
40.7384000910001,-73.8570097259999,"MISDEMEANOR"
40.7909390820001,-73.979629663,"VIOLATION"
40.7052154140001,-73.749206794,"VIOLATION"
40.7620438930001,-73.827329581,"MISDEMEANOR"
40.739161316,-74.0011056719999,"FELONY"
40.790261092,-73.945636303,"FELONY"
40.864136085,-73.91918021,"FELONY"
40.8508619140001,-73.940435925,"FELONY"
40.755917883,-73.9944681169999,"VIOLATION"
40.8288746760001,-73.915147079,"MISDEMEANOR"
40.704284542,-73.797832173,"MISDEMEANOR"
40.743386517,-73.921979154,"MISDEMEANOR"
40.701047309,-73.9201028259999,"MISDEMEANOR"
40.8565695840001,-73.902271463,"MISDEMEANOR"
40.840770568,-73.919400141,"MISDEMEANOR"
40.7044179760001,-73.9434088419999,"MISDEMEANOR"
40.690027081,-73.992209067,"MISDEMEANOR"
40.748011524,-73.8945377109999,"FELONY"
40.7994556360001,-73.966436613,"VIOLATION"
40.757379417,-73.834019371,"VIOLATION"
40.645095645,-73.906368469,"MISDEMEANOR"
40.8054186370001,-73.954647112,"MISDEMEANOR"
40.5940190590001,-73.960854316,"MISDEMEANOR"
40.6357848860001,-73.893263064,"VIOLATION"
40.897362479,-73.8630158939999,"MISDEMEANOR"
40.7412399190001,-73.880196677,"FELONY"
40.6205971640001,-73.947669221,"MISDEMEANOR"
40.677973888,-73.89212478,"VIOLATION"
40.786447084,-73.942396618,"MISDEMEANOR"
40.6851751130001,-73.8826230499999,"VIOLATION"
40.8583769750001,-73.9039100379999,"MISDEMEANOR"
40.7633536160001,-73.8068833739999,"MISDEMEANOR"
40.8718768350001,-73.87915138,"MISDEMEANOR"
40.6522240510001,-73.957857785,"MISDEMEANOR"
40.6728155690001,-73.894130285,"FELONY"
40.7598697550001,-73.8289704119999,"VIOLATION"
40.648237259,-74.084499952,"MISDEMEANOR"
40.672503534,-73.98353396,"FELONY"
40.7207705980001,-73.8464304359999,"MISDEMEANOR"
40.76740105,-73.970730738,"MISDEMEANOR"
40.847506433,-73.8309462949999,"MISDEMEANOR"
40.569911092,-74.092474391,"FELONY"
40.8095968380001,-73.9497855979999,"FELONY"
40.7736868490001,-73.954805919,"MISDEMEANOR"
40.6740634390001,-73.912535702,"VIOLATION"
40.7294038950001,-73.860157209,"MISDEMEANOR"
40.835094247,-73.9080489149999,"MISDEMEANOR"
40.720450333,-73.97491448,"FELONY"
40.8789913410001,-73.864550837,"FELONY"
40.8303430870001,-73.918946628,"MISDEMEANOR"
40.838361752,-73.938976236,"VIOLATION"
40.607669182,-74.0146341929999,"FELONY"
40.7597390600001,-73.8412112199999,"MISDEMEANOR"
40.5758228770001,-74.119786683,"MISDEMEANOR"
40.72279473,-73.976688579,"MISDEMEANOR"
40.6609698950001,-73.9313675449999,"MISDEMEANOR"
40.592333711,-73.960736482,"MISDEMEANOR"
40.8285513940001,-73.84870747,"VIOLATION"
40.601674115,-73.941108366,"MISDEMEANOR"
40.747442699,-73.826093439,"FELONY"
40.5757300980001,-73.9526504199999,"VIOLATION"
40.589533401,-73.979482264,"VIOLATION"
40.63784187,-74.081924988,"MISDEMEANOR"
40.8047081120001,-73.912421831,"MISDEMEANOR"
40.7633536160001,-73.8068833739999,"MISDEMEANOR"
40.815458811,-73.948083202,"VIOLATION"
40.7001577300001,-73.9121913129999,"FELONY"
40.7481136960001,-73.984803708,"FELONY"
40.6508861080001,-73.9481247699999,"VIOLATION"
40.8566699570001,-73.8977417839999,"FELONY"
40.8963245830001,-73.8537365299999,"FELONY"
40.6997426820001,-73.911423687,"MISDEMEANOR"
40.692435469,-73.951976155,"MISDEMEANOR"
40.8981845980001,-73.844656855,"MISDEMEANOR"
40.7404629270001,-73.9450021179999,"FELONY"
40.680757246,-73.953888222,"FELONY"
40.596213982,-73.764700204,"MISDEMEANOR"
40.6999454560001,-73.9223581789999,"VIOLATION"
40.669220931,-73.984616207,"MISDEMEANOR"
40.862252449,-73.894436088,"MISDEMEANOR"
40.756046025,-73.984866869,"MISDEMEANOR"
40.776229341,-73.9759549789999,"FELONY"
40.607251574,-73.941168272,"FELONY"
40.8461653790001,-73.831705109,"MISDEMEANOR"
40.7491660390001,-73.8694272509999,"FELONY"
40.683351094,-73.911665399,"MISDEMEANOR"
40.836236875,-73.887321962,"FELONY"
40.718169044,-73.836804561,"MISDEMEANOR"
40.6076862560001,-73.963432155,"FELONY"
40.682391131,-73.905641875,"MISDEMEANOR"
40.6607470870001,-73.952092679,"MISDEMEANOR"
40.8285900820001,-73.879172183,"MISDEMEANOR"
40.700733765,-73.9419333069999,"FELONY"
40.8340683100001,-73.94294804,"VIOLATION"
40.827101542,-73.901292166,"FELONY"
40.8450190130001,-73.941568822,"VIOLATION"
40.7422378520001,-73.991192516,"MISDEMEANOR"
40.76046491,-73.983732411,"FELONY"
40.844483488,-73.914650083,"MISDEMEANOR"
40.8336762850001,-73.928963358,"FELONY"
