"","V1","V2"
"149",-73.7958523052491,40.7955404078647
"150",-73.7898523742374,40.7909920518816
"151",-73.7763525294609,40.8000887638479
"152",-73.7688526156961,40.7909920518816
"153",-73.7688526156961,40.7864436958984
"154",-73.7628526846844,40.7784840729279
"155",-73.7553527709196,40.7853066069026
"156",-73.7043533573195,40.7580164710038
"157",-73.6983534263078,40.740960136067
"158",-73.7013533918137,40.7352746910881
"159",-73.7043533573195,40.7307263351049
"160",-73.7088533055784,40.7261779791218
"161",-73.7163532193431,40.7227667121344
"162",-73.7208531676019,40.7216296231386
"163",-73.7253531158608,40.7148070891639
"164",-73.7253531158608,40.7045732882018
"165",-73.7238531331078,40.6897911312566
"166",-73.7238531331078,40.6727347963198
"167",-73.7223531503549,40.6590897283704
"168",-73.7223531503549,40.6522671943957
"169",-73.7283530813666,40.6488559274083
"170",-73.7373529778843,40.6488559274083
"171",-73.7388529606373,40.639759215442
"172",-73.7343530123784,40.6340737704631
"173",-73.744852891649,40.6352108594589
"174",-73.7538527881667,40.6317995924715
"175",-73.7613527019314,40.62952541448
"176",-73.7628526846844,40.623839969501
"177",-73.7643526674373,40.613606168539
"178",-73.7553527709196,40.613606168539
"179",-73.7403529433902,40.6101949015516
"180",-73.7373529778843,40.5988240115937
"181",-73.7403529433902,40.5931385666148
"182",-73.7493528399079,40.592001477619
"183",-73.7568527536726,40.5885902106317
"184",-73.7658526501902,40.5908643886232
"185",-73.7838524432256,40.5885902106317
"186",-73.8918512014376,40.5556146297539
"187",-73.9053510462141,40.5556146297539
"188",-73.9203508737435,40.5487920957792
"189",-73.935350701273,40.5408324728087
"190",-73.9413506322847,40.544243739796
"191",-73.9413506322847,40.5510662737707
"192",-73.9368506840259,40.560162985737
"193",-73.9188508909906,40.5635742527244
"194",-73.9038510634611,40.565848430716
"195",-73.8918512014376,40.5703967866991
"196",-73.8768513739081,40.5715338756949
"197",-73.8573515981198,40.5783564096696
"198",-73.8393518050845,40.5863160326401
"199",-73.8123521155315,40.5965498336022
"200",-73.7868524087315,40.6022352785811
"201",-73.7778525122138,40.6192916135179
"202",-73.7808524777197,40.6272512364884
"203",-73.7868524087315,40.6192916135179
"204",-73.7853524259785,40.6124690795432
"205",-73.7958523052491,40.60792072356
"206",-73.8033522190139,40.6067836345643
"207",-73.8018522362609,40.6147432575347
"208",-73.7943523224962,40.623839969501
"209",-73.7913523569903,40.6317995924715
"210",-73.8123521155315,40.6374850374505
"211",-73.8288519258139,40.6465817494168
"212",-73.8423517705904,40.645444660421
"213",-73.8603515636257,40.6420333934336
"214",-73.8678514773905,40.6408963044378
"215",-73.8768513739081,40.6352108594589
"216",-73.8843512876729,40.6306625034758
"217",-73.8873512531787,40.6227028805053
"218",-73.8888512359317,40.613606168539
"219",-73.8888512359317,40.6056465455685
"220",-73.8828513049199,40.6010981895853
"221",-73.879851339414,40.5954127446064
"222",-73.8753513911552,40.5863160326401
"223",-73.8768513739081,40.5829047656527
"224",-73.879851339414,40.5806305876612
"225",-73.8858512704258,40.5772193206738
"226",-73.8933511841905,40.5772193206738
"227",-73.8978511324494,40.5783564096696
"228",-73.9023510807082,40.5863160326401
"229",-73.9098509944729,40.5851789436443
"230",-73.9143509427317,40.5806305876612
"231",-73.9218508564965,40.5806305876612
"232",-73.9278507875082,40.581767676657
"233",-73.9293507702612,40.576082231678
"234",-73.9368506840259,40.576082231678
"235",-73.9458505805436,40.576082231678
"236",-73.9578504425671,40.5726709646907
"237",-73.9698503045907,40.5715338756949
"238",-73.9788502011084,40.5692596977033
"239",-73.9923500458848,40.5703967866991
"240",-74.0028499251555,40.5715338756949
"241",-74.0118498216731,40.5772193206738
"242",-74.0103498389202,40.581767676657
"243",-74.0043499079084,40.5829047656527
"244",-74.0013499424025,40.5897272996275
"245",-74.0058498906614,40.5954127446064
"246",-74.014849787179,40.5999611005895
"247",-74.0223497009437,40.6045094565727
"248",-74.0313495974614,40.6045094565727
"249",-74.0523493560026,40.5988240115937
